DEPTH,RHOB,DT,GR,AI,AIR,PHIE,label,AILP,AIRLP,RHOBLP,GRLP,PHIELP
767.4,2225.4932,460.0836,64.4584,4837315.0,201408.0,0.2653,3,4806434.98256888,162577.5195472071,2227.978255951624,63.76847017196975,0.2643929413665616
767.55,2238.4819,457.4138,64.4807,4893804.5,201408.0,0.2572,3,4795310.800832172,157851.1877494194,2227.0214037472574,63.963682691589966,0.26494441521643797
767.7,2234.7649,455.2935,64.2562,4908402.5,201408.0,0.2595,3,4784976.67408747,152883.26831882144,2226.140699253366,64.14604285134341,0.2654551219425358
767.85,2222.5066,454.1102,64.2931,4894214.5,201408.0,0.2672,3,4775492.352264112,147682.11268185402,2225.3424138209334,64.31471440975396,0.265921782472279
768.0,2212.6409,455.4296,64.402,4858407.0,176059.0938,0.2733,3,4766910.375548317,142256.68939583603,2224.63217525175,64.4689914215469,0.26634146436559447
768.15,2207.6396,457.7881,64.4881,4822444.0,104914.4688,0.2765,3,4759275.701859205,136616.57298536034,2224.0149199113257,64.60830233382707,0.26671160377810865
768.3,2211.8696,460.6471,64.928,4801679.5,52108.4023,0.2738,3,4752625.393429309,130771.93062138131,2223.4948499607017,64.73221295507608,0.2670300246321207
768.45,2221.4172,464.2086,65.6984,4785435.0,52108.4023,0.2679,3,4746988.365000777,124733.50663203494,2223.0753961049995,64.84042827998212,0.26729495483931204
768.6,2223.4585,468.8534,65.8251,4742510.0,52108.4023,0.2666,3,4742385.195665979,118512.60484436974,2222.759186215535,64.93279316251835,0.2675050394423375
768.75,2219.2334,472.8529,66.0379,4693251.5,52108.4023,0.2692,3,4738828.005882451,112121.06876656043,2222.548020138056,65.00929183908123,0.2676593505666689
768.9,2236.5479,476.4613,66.5279,4694137.5,52108.4023,0.2584,3,4736320.40068091,105571.25963076638,2222.4428509523677,65.07004631281401,0.2677573940991415
769.05,2242.5486,478.5242,66.6031,4686408.0,52108.4023,0.2547,3,4734857.479565504,98876.03232751871,2222.443772898623,65.11531361939953,0.26779911303539106
769.2,2255.8203,477.0175,66.13,4729029.0,52108.4023,0.2463,3,4734425.913081672,92048.70927330808,2222.550016133311,65.14548200353995,0.2677848874645613
769.35,2247.2639,473.8859,65.0657,4742217.5,52108.4023,0.2517,3,4735004.085503195,85103.05226383232,2222.759948423951,65.16106604398186,0.2677155311861071
769.5,2240.0342,470.8603,63.942,4757344.5,52108.4023,0.2562,3,4736562.302570453,78053.23237608782,2223.071083836094,65.16270077322547,0.2675922849800059
769.65,2248.9282,469.1186,62.4791,4793982.0,52108.4023,0.2506,3,4739063.062700494,70913.7979930829,2223.480098409764,65.15113484591532,0.2674168065780185
769.8,2249.4055,466.2104,62.4766,4824873.5,52108.4023,0.2503,3,4742461.389590323,63699.64103534717,2223.9828527653667,65.12722281728408,0.2671911574095986
769.95,2232.4412,461.8479,62.4683,4833769.5,52108.4023,0.261,3,4746705.223651581,56425.96149354245,2224.5744215219024,65.09191659985584,0.2669177862214521
770.1,2232.658,457.875,62.4704,4876220.0,52108.4023,0.2609,3,4751735.869251433,49108.230366283686,2225.249129353481,65.0462561728618,0.2665995096943704
770.25,2229.0681,453.014,62.6649,4920537.5,52108.4023,0.2631,3,4757488.494294312,41762.15111668918,2226.0005934541373,64.99135962443366,0.26623949020462573
770.4,2209.8223,448.9482,63.5507,4922224.0,52108.4023,0.2751,3,4763892.6782658445,34403.61977013215,2226.821772126172,64.92841261157871,0.2658412108997281
770.55,2204.0537,450.0369,63.5723,4897551.0,52108.4023,0.2787,3,4770873.004476508,27048.68378410086,2227.705019154052,64.8586573271738,0.2654084482795384
770.7,2201.4773,453.7546,63.8099,4851700.0,52108.4023,0.2804,3,4778349.691891596,19713.499828934804,2228.642143574748,64.7833810667156,0.26494524249344364
770.85,2210.4739,457.2122,64.6184,4834756.0,52108.4023,0.2747,3,4786239.261618593,12414.290625436504,2229.6244744066908,64.70390449030843,0.2644558655823733
771.0,2216.4333,463.5749,64.9182,4781234.5,52108.4023,0.2709,3,4794455.232845673,5167.300991909776,2230.6429298537923,64.6215696773423,0.2639447879107317
771.15,2208.1201,468.2211,65.093,4716010.0,52108.4023,0.2762,3,4802908.842787686,-2011.2467410013244,2231.6880904586624,64.53772807250338,0.2634166430477145
771.3,2209.5671,472.7976,65.093,4673405.5,52108.4023,0.2753,3,4811509.785000634,-9105.19778424733,2232.750275640571,64.45372842216071,0.26287619136984647
771.45,2209.564,476.2255,65.093,4639742.5,52108.4023,0.2753,3,4820166.960273666,-16098.510245416863,2233.819623019271,64.37090479978633,0.2623282826668366
771.6,2190.8276,476.1929,65.0922,4600714.5,52108.4023,0.287,3,4828789.234200231,-22975.30061383035,2234.886169895902,64.29056481789925,0.26177781804090455
771.75,2200.5159,476.144,65.0672,4621533.0,52108.4023,0.2809,3,4837286.195468181,-29719.889202107086,2235.9399362372146,64.21397812208983,0.26122971139553886
771.9,2223.7,477.3727,64.8933,4658204.5,52108.4023,0.2664,3,4845568.908892678,-36316.84536900855,2236.9710084895137,64.14236525999767,0.2606888508131437
772.05,2218.6001,479.2983,64.4651,4628850.5,-100219.8203,0.2696,3,4853550.657245989,-42751.03234765583,2237.9696235342903,64.0768870147033,0.2601600601221815
772.2,2230.8386,487.7513,64.4651,4573734.0,-112856.9141,0.262,3,4861147.6660144515,-49007.651503440364,2238.926252088569,64.01863428788215,0.2596480609532064
772.35,2246.3696,486.7094,64.3704,4615426.5,-113023.6719,0.2522,3,4868279.8053347515,-55072.285847099345,2239.831680849622,63.96861861329532,0.25915743557961296
772.5,2261.0132,481.3162,64.4606,4697606.5,-113023.6719,0.2431,3,4874871.26352842,-60930.94263050738,2240.6770926859954,63.927763375795806,0.2586925908330322
772.65,2272.1528,474.8051,64.9759,4785522.0,-113023.6719,0.2362,3,4880851.186864025,-66570.09485573445,2241.4541441848287,63.89689580505654,0.2582577233751326
772.8,2284.6794,448.1194,65.0124,5099937.5,-113023.6719,0.2283,3,4886154.280429453,-71976.72153182252,2242.155039879306,63.87673980672552,0.2578567865971827
772.95,2275.3625,437.1527,65.0124,5205121.0,-113023.6719,0.2341,3,4890721.365290009,-77138.34651851474,2242.772602499799,63.86790968673712,0.2574934594061825
773.1,2220.5537,422.9507,65.2669,5250296.5,-113023.6719,0.2684,3,4894499.887439745,-82043.07580180521,2243.300338617706,63.87090481711198,0.25717111714175883
773.25,2219.814,424.3218,65.5333,5231465.0,-113023.6719,0.2689,3,4897444.374420853,-86679.63305262664,2243.7324990820725,63.886105283819795,0.25689280485145566
773.4,2225.053,433.4093,65.3385,5134159.0,-113023.6719,0.2656,3,4899516.835886571,-91037.3933272189,2244.064133685677,63.9137685492203,0.2566612131336601
773.55,2237.3096,444.5887,65.2993,5032668.0,-113023.6719,0.258,3,4900687.104813713,-95106.41477567624,2244.2911395391257,63.95402715330064,0.25647865673733494
773.7,2255.7925,462.3529,65.5209,4879924.0,-113023.6719,0.2463,3,4900933.116528798,-98877.46823380119,2244.41030267834,64.00688746945966,0.25634705608613584
773.85,2263.3145,462.1171,65.5672,4897793.5,-113023.6719,0.2417,3,4900241.123193119,-102342.06458264822,2244.419332482403,64.07222952201899,0.2562679218715431
774.0,2253.3477,463.3587,64.7752,4863128.0,-113023.6719,0.2479,3,4898605.841893669,-105492.47976995831,2244.316888534699,64.1498078640354,0.2562423428355174
774.15,2251.3508,466.1299,64.5693,4829909.0,-113023.6719,0.2492,3,4896030.535004687,-108321.7773980074,2244.102599620232,64.23925350541397,0.2562709768380855
774.3,2245.593,463.2707,64.5693,4847315.5,-113023.6719,0.2527,3,4892527.022014726,-110823.82879315037,2243.777074615459,64.34007687284777,0.2563540452793862
774.45,2232.1985,464.8667,64.355,4801908.0,-113023.6719,0.2611,3,4888115.6225526,-112993.33048346972,2243.341905093434,64.45167177480216,0.25649133091925447
774.6,2231.6423,466.7716,64.2823,4781017.5,-113023.6719,0.2615,3,4882825.030887815,-114825.81902236334,2242.7996595360078,64.57332033668794,0.256682179110608
774.75,2248.8103,468.1575,64.2823,4803513.5,-113023.6719,0.2508,3,4876692.122723135,-116317.68310756545,2242.153869115571,64.70419886359159,0.2569255024359338
774.9,2252.1497,467.8295,64.5322,4814039.5,-113023.6719,0.2487,3,4869761.69563448,-117466.17295692042,2241.40900508097,64.8433845805158,0.2572197887092582
775.05,2229.5088,466.4433,64.6427,4779769.5,-113023.6719,0.2628,3,4862086.145042533,-118269.40691414918,2240.570447855096,64.9898631930887,0.25756311227934586
775.2,2229.1726,465.9045,64.6427,4784614.0,-113023.6719,0.263,3,4853725.078116977,-118726.37526979293,2239.6444480246955,65.14253720518263,0.25795314854373236
775.35,2225.7847,466.5305,64.6427,4770948.5,-113023.6719,0.2651,3,4844744.86851404,-118836.94129441788,2238.638079475544,65.30023492389729,0.258387191557757
775.5,2222.8833,467.1128,64.306,4758771.5,-113023.6719,0.267,3,4835218.1553269625,-118601.83949295376,2237.5591849976536,65.46172007695638,0.2588621745982435
775.65,2222.7571,467.2141,63.2956,4757470.0,-113023.6719,0.267,3,4825223.290082938,-118022.67110065294,2236.4163147549134,65.62570196278847,0.2593746935180729
775.8,2227.5007,467.1212,62.7819,4768573.5,-108434.0312,0.264,3,4814843.736045336,-117101.89685253655,2235.218658080861,65.79084604944701,0.2599210327057957
775.95,2228.4004,466.3181,62.7579,4778715.5,-91363.1406,0.2635,3,4804167.424473052,-115842.82706928383,2233.9759691264244,65.95578493510399,0.26049719344382455
776.1,2231.0337,464.6878,62.741,4801183.5,-81500.2031,0.2619,3,4793286.072846342,-114249.60911326538,2232.6984869458042,66.11912958015262,0.26109892443981686
776.25,2230.6252,462.5739,62.741,4822214.5,-81500.2031,0.2621,3,4782294.470387498,-112327.21227876883,2231.3968506625365,66.27948071900097,0.26172175428874683
776.4,2229.6868,460.4694,62.741,4842237.5,-81500.2031,0.2627,3,4771289.736482398,-110081.41019036289,2230.082010408654,66.43544035844484,0.26236102560801844
776.55,2234.6182,459.2138,62.3765,4866188.0,-81500.2031,0.2596,3,4760370.557843007,-107518.76079275222,2228.7651347752667,66.58562326908437,0.26301193057490996
776.7,2231.3193,459.6547,63.3175,4854370.5,-81500.2031,0.2617,3,4749636.410439207,-104646.5840243512,2227.457515552314,66.72866837659669,0.26366954758477046
776.85,2230.4158,461.1017,64.5607,4837140.0,-81500.2031,0.2622,3,4739186.772369203,-101472.93727511639,2226.1704705682614,66.86324996079202,0.2643288787397972
777.0,2235.6052,462.8279,64.5607,4830340.0,-81500.2031,0.259,3,4729120.333929751,-98006.588736892,2224.915245466841,66.98808857225325,0.2649848878719836
777.15,2229.6938,464.8067,66.5648,4797087.5,-81500.2031,0.2627,3,4719534.211189437,-94256.98876161524,2223.7029152772275,67.10196157897205,0.2656325387999959
777.3,2231.1079,466.8497,69.3743,4779050.0,-81500.2031,0.2618,3,4710523.169359559,-90234.23934917127,2222.5442866460953,67.20371325872402,0.2662668335183499
777.45,2238.043,468.8047,70.1489,4773968.5,-81500.2031,0.2574,3,4702178.862197466,-85949.06189246348,2221.4498016044936,67.2922643569419,0.26688285001833617
777.6,2227.1008,471.0763,70.6031,4727782.0,-81500.2031,0.2643,3,4694589.093566722,-81412.76331235902,2220.4294437393514,67.36662103451408,0.26747577944367307
777.75,2221.373,473.9717,70.7341,4686737.0,-81500.2031,0.2679,3,4687837.107117867,-76637.20071957268,2219.4926476285987,67.42588313521392,0.26804096228982327
777.9,2227.7048,477.6398,70.4142,4664092.5,-81500.2031,0.2639,3,4682000.909843867,-71634.74474425768,2218.648212380333,67.4692517083053,0.26857392336425107
778.05,2226.3943,480.6682,69.3646,4631867.0,-81500.2031,0.2647,3,4677152.635007139,-66418.24167707241,2217.904220090197,67.49603572822213,0.2690704052355536
778.2,2215.2097,479.613,68.031,4618741.0,-81500.2031,0.2717,3,4673357.94963214,-61000.97456778558,2217.2679599973203,67.5056579600284,0.26952639991227606
778.35,2206.3904,477.8911,66.975,4616937.0,-81500.2031,0.2773,3,4670675.511411079,-55396.6234290732,2216.745859077932,67.49765992656943,0.2699381785072008
778.5,2201.6655,474.7741,66.4427,4637410.0,-81500.2031,0.2802,3,4669156.479482935,-49619.2246940547,2216.3434197673014,67.47170594076135,0.2703023186598639
778.65,2212.2717,470.5146,66.6746,4701941.5,-81500.2031,0.2736,3,4668844.083120316,-43683.13007632499,2216.0651654452304,67.42758617426797,0.270615729508863
778.8,2231.2188,467.9301,67.5949,4768276.5,-81500.2031,0.2617,3,4669773.251898243,-37602.96498077809,2215.914594258309,67.36521874181315,0.27087567402601087
778.95,2225.2024,466.693,68.5232,4768013.0,-81500.2031,0.2655,3,4671970.310427075,-31393.586612405383,2215.894141784054,67.2846507885029,0.2710797885463953
779.1,2217.9956,465.9456,68.5232,4760198.5,-81500.2031,0.27,3,4675452.740212662,-25070.041928507293,2216.005152968388,67.18605857571168,0.27122609935173186
779.25,2222.968,467.3154,68.4184,4756940.5,-81500.2031,0.2669,3,4680229.010664304,-18647.52557740365,2216.2478636892483,67.06974656925145,0.27131303618885666
779.4,2218.5466,470.1624,68.0738,4718687.5,-81500.2031,0.2697,3,4686298.480709878,-12141.337963793467,2216.621392216057,66.93614554161441,0.2713394426305815
779.55,2228.7786,473.6638,68.0738,4705451.0,-81500.2031,0.2633,3,4693651.371902082,-5566.843577429289,2217.123740748033,66.78580970799268,0.2713045832122061
779.7,2219.9385,476.4253,68.3246,4659597.5,-50186.6562,0.2688,3,4702268.813314866,1060.5702822327357,2217.751807124663,66.619412923461,0.2712081473035204
779.85,2211.9673,477.5325,69.5519,4632102.0,87193.4688,0.2737,3,4712122.957939874,7725.53425723286,2218.5014067097,66.4377439760991,0.27105024970290637
780.0,2213.7563,474.7372,70.2301,4663145.0,92558.7031,0.2727,3,4723177.169703979,14412.737034915255,2219.367304356794,66.24170101786159,0.2708314279669157
780.15,2206.6655,471.4799,70.2301,4680297.0,92558.7031,0.2771,3,4735386.279645603,21106.964686436888,2220.343256271106,66.03228518161391,0.2705526365152402
780.3,2199.0598,471.8545,69.8651,4660460.5,92558.7031,0.2818,3,4748696.90921424,27793.13912777102,2221.4220614878395,65.81059343889238,0.27021523757707366
780.45,2207.5251,473.3511,67.199,4663622.0,92558.7031,0.2766,3,4763047.858099479,34456.35559701761,2222.595622596393,65.57781075855961,0.2698209890702834
780.6,2213.626,476.3397,67.199,4647160.0,92558.7031,0.2728,3,4778370.553457763,41081.9190481264,2223.8550152485477,65.33520163157219,0.26937202952934913
780.75,2213.6511,477.0067,67.2626,4640715.0,92558.7031,0.2728,3,4794589.5568916695,47655.379367660804,2225.1905659017502,65.08410103151549,0.2688708602214877
780.9,2209.4128,475.3768,68.0668,4647704.0,92558.7031,0.2754,3,4811623.12505239,54162.565327935794,2226.5919371648342,64.82590488435775,0.2683203246125629
781.05,2190.4543,473.0047,68.0668,4630942.0,92558.7031,0.2872,3,4829383.8192853825,60589.61719670461,2228.048220034383,64.56206012400375,0.2677235853650994
781.2,2199.335,471.1214,67.9616,4668300.5,92558.7031,0.2816,3,4847779.159326037,66923.01793050225,2229.548032235987,64.29405441266427,0.26708409906980946
781.35,2215.188,470.2248,64.1387,4710915.5,92558.7031,0.2717,3,4866712.315680235,73149.62288573642,2231.079621816789,64.02340560679131,0.2664055889293327
781.5,2227.7998,467.4941,62.2736,4765407.5,92558.7031,0.2639,3,4886082.8349974,79256.68798860905,2232.630975074666,63.75165105035121,0.2656920156282379
781.65,2219.0574,463.9341,58.152,4783132.0,92558.7031,0.2694,3,4905787.39246387,85231.89631191333,2234.1899278559144,63.480336777520336,0.2649475466366127
781.8,2225.3281,461.0888,57.2701,4826254.0,92558.7031,0.2654,3,4925720.565014862,91063.3830136444,2235.744279207986,63.2110067064961,0.26417652420566284
781.95,2239.2297,454.1767,56.9797,4930369.5,92558.7031,0.2568,3,4945775.618986369,96739.75859914956,2237.281906337303,62.94519190503414,0.26338343232257916
782.1,2237.2437,448.242,56.8821,4991191.5,92558.7031,0.258,3,4965845.305705631,102250.13047519585,2238.7908797949317,62.68440000657304,0.2625728628984264
782.25,2247.4795,443.8311,56.8772,5063867.5,92558.7031,0.2516,3,4985822.658451858,107584.12277081881,2240.259577795307,62.43010485341849,0.26174948146692795
782.4,2262.6394,440.0322,56.9607,5142041.5,92558.7031,0.2421,3,5005601.784208398,112731.89440610874,2241.676798565674,62.18373644046211,0.260917992673728
782.55,2262.0344,438.1548,58.0013,5162644.0,92558.7031,0.2425,3,5025078.643673722,117684.1553961658,2243.0318696266154,61.94667122934618,0.2600831058350097
782.7,2240.6716,436.8342,59.6327,5129328.5,92558.7031,0.2558,3,5044151.813101252,122432.18138329076,2244.3147529171047,61.72022289889457,0.2592495008412465
782.85,2238.8403,434.7866,60.0047,5149302.0,92558.7031,0.257,3,5062723.221696628,126967.8263960607,2245.5161447009386,61.50563359305953,0.25842179467641524
783.0,2243.6582,432.136,60.0303,5192057.0,92558.7031,0.2539,3,5080698.858514204,131283.5338392518,2246.6275692253193,61.304065722635904,0.257604508815271
783.15,2239.4175,429.8962,60.0303,5209213.0,92558.7031,0.2566,3,5097989.443060718,135372.34572360624,2247.6414651466666,61.116594371624075,0.2568020377513603
783.3,2242.1428,429.7753,59.4185,5217011.5,92558.7031,0.2549,3,5114511.054130986,139227.9101491931,2248.551263793289,60.94420035343838,0.25601861889643507
783.45,2246.2007,430.2906,59.2784,5220193.0,92558.7031,0.2524,3,5130185.711765304,142844.48706057938,2249.3514583989318,60.78776395622209,0.25525830407793476
783.6,2229.2966,431.1479,59.2784,5170631.0,97459.1641,0.2629,3,5144941.907627896,146216.95229621194,2250.0376635149414,60.64805941040374,0.25452493284537153
783.75,2214.9919,432.254,59.3526,5124304.5,155814.5,0.2719,3,5158715.079556594,149340.79995830855,2250.606663891305,60.5257501053747,0.2538221077789443
783.9,2222.573,431.9048,59.3752,5145994.5,173158.875,0.2671,3,5171448.026521923,152212.14313317378,2251.056452207498,60.42138457584667,0.2531531719746888
784.05,2233.042,433.0727,60.0486,5156275.5,173158.875,0.2606,3,5183091.260754915,154827.7129952045,2251.386255132196,60.33539327212224,0.25252118886012936
784.2,2242.0835,435.0881,60.3443,5153176.0,173158.875,0.255,3,5193603.294352653,157184.85633094324,2251.5965472956245,60.26808612224169,0.25192892447293486
784.35,2261.1362,435.0594,60.496,5197331.0,173158.875,0.2431,3,5202950.858244146,159281.53152238904,2251.689052868774,60.2196508878128,0.25137883231269176
784.5,2270.4734,433.1663,60.5508,5241618.5,173158.875,0.2372,3,5211109.051991547,161116.30303139507,2251.6667345587935,60.19015230934132,0.2508730408528075
784.65,2271.3306,430.8687,60.6882,5271546.5,173158.875,0.2367,3,5218061.423507947,162688.33442938724,2251.533769948653,60.17953203110755,0.25041334377594215
784.8,2284.333,424.223,61.0123,5385520.0,173158.875,0.2286,3,5223799.978387619,163997.38001884607,2251.2955152304726,60.187609290124776,0.25000119297245393
784.95,2263.3867,418.4861,61.1488,5408395.5,173158.875,0.2416,3,5228325.119162197,165043.77509502193,2250.958456504644,60.21408234851555,0.24963769431735572
785.1,2249.0166,418.7993,60.9019,5370204.0,173158.875,0.2506,3,5231645.515411171,165828.42489820984,2250.530148939915,60.25853064379055,0.24932360621745153
785.25,2253.3198,423.1313,60.9414,5325509.0,173158.875,0.2479,3,5233777.906261931,166352.7923086128,2250.019144211857,60.32041762704939,0.24905934089686999
785.4,2266.1062,429.6779,61.0623,5274176.0,173158.875,0.2399,3,5234746.837407569,166618.8843373853,2249.4349067574235,60.399094255071766,0.2488449683663514
785.55,2272.5542,434.1273,61.0623,5234810.0,173158.875,0.2359,3,5234584.335344519,166629.23746887958,2248.7877195004016,60.493803098655306,0.24868022299958148
785.7,2262.8154,435.1209,63.2052,5200426.5,173158.875,0.242,3,5233329.522081541,166386.90191042935,2248.088579815279,60.60368302639832,0.248564512618789
785.85,2259.209,436.0876,66.1921,5180638.5,173158.875,0.2443,3,5231028.174091594,165895.42480720475,2247.3490866042316,60.72777442043596,0.24849692997192047
786.0,2256.0381,436.8414,67.2726,5164431.0,173158.875,0.2462,3,5227732.229763963,165158.8324807689,2246.581319462484,60.8650248784226,0.24847626646513662
786.15,2250.6538,436.3398,67.2726,5158035.0,173158.875,0.2496,3,5223499.2500612,164181.61175095374,2245.797711000048,61.01429535431571,0.24850102799728047
786.3,2247.1482,435.5338,65.5372,5159522.0,173158.875,0.2518,3,5218391.837489575,162968.69040155303,2245.0109134718455,61.17436668925245,0.24856945272748812
786.45,2244.6006,435.5421,62.3921,5153581.0,173158.875,0.2534,3,5212477.018849321,161525.41685110593,2244.233660942592,61.34394648300976,0.2486795305933675
786.6,2244.0334,436.3213,60.4833,5143082.5,173158.875,0.2538,3,5205825.597538485,159857.53909071774,2243.4786282766336,61.52167625618758,0.2488290243852531
786.75,2251.24,436.7469,59.9573,5154560.5,173158.875,0.2492,3,5198511.481438762,157971.18295143996,2242.7582882953584,61.70613885333311,0.2490154921720427
786.9,2260.2871,436.9291,59.9184,5173123.0,173158.875,0.2436,3,5190610.9926107135,155872.82976420654,2242.084768485148,61.895866037709816,0.2492363108660816
787.05,2261.634,436.896,59.9475,5176603.0,173158.875,0.2427,3,5182202.16516753,153569.29347569373,2241.46970866649,62.08934622928524,0.24948870070852502
787.2,2258.3579,435.6941,60.0468,5183320.0,173158.875,0.2448,3,5173364.037779506,151067.69728373367,2240.9241210493938,62.28503233873569,0.2497697504526128
787.35,2241.9363,433.7135,60.6795,5169169.5,173158.875,0.255,3,5164175.947285112,148375.4498560686,2240.4582541012137,62.48134965181165,0.2500764430203437
787.5,2234.9729,432.3007,61.6627,5169942.5,173158.875,0.2594,3,5154716.829848486,145500.22119628338,2240.081461640177,62.676703720237334,0.2504056814081268
787.65,2221.313,431.5528,62.0316,5147269.5,173158.875,0.268,3,5145064.536007876,142449.91822069362,2239.8020785411977,62.869488217394846,0.25075431461907877
787.8,2207.9983,433.0344,62.4947,5098994.0,144996.5625,0.2763,3,5135295.16580578,139232.66010979642,2239.6273043999504,63.05809271933242,0.25111916340367324
787.95,2204.3523,436.5783,63.1523,5049239.5,87393.8984,0.2786,3,5125482.429980815,135856.75349761525,2239.5630964468696,63.24091037409881,0.25149704559635294
788.1,2209.272,439.6066,63.9311,5025556.5,84536.1641,0.2755,3,5115697.042935409,132330.66756188843,2239.6140729349904,63.416345425005844,0.25188480084340803
788.25,2224.9551,440.9982,64.0964,5045245.5,84536.1641,0.2657,3,5106006.152874783,128663.00907756615,2239.783428144754,63.58282055611996,0.252279314526807
788.4,2238.2583,443.2198,64.2752,5050067.5,84536.1641,0.2573,3,5096472.814144193,124862.49749549576,2240.072860055592,63.73878403104143,0.25267754069962145
788.55,2232.731,445.6509,64.7504,5010047.5,84536.1641,0.2608,3,5087155.506376429,120937.9401074852,2240.4825116290194,63.882716598809715,0.2530765238610809
788.7,2237.3618,446.3064,64.7504,5013066.5,84536.1641,0.2579,3,5078107.704603789,116898.20735814566,2241.0109265319297,64.01313814353834,0.253473419412993
788.85,2253.7888,445.9624,64.6467,5053780.0,84536.1641,0.2477,3,5069377.503992384,112752.20836302818,2241.6550200027486,64.12861405710139,0.2538655126541196
789.0,2271.7012,445.3237,64.2936,5101233.5,84536.1641,0.2364,3,5061007.302326431,108508.86669159014,2242.410065428139,64.22776131683638,0.25425023618495307
789.15,2262.3987,444.7776,64.2936,5086588.5,84536.1641,0.2422,3,5053033.542811041,104177.09647245728,2243.2696970552497,64.30925425276625,0.25462518561200237
789.3,2254.4497,445.3173,64.6841,5062565.0,84536.1641,0.2472,3,5045486.519179237,99765.77887728512,2244.2259291153023,64.37182999125075,0.2549881334580223
789.45,2262.3606,446.6584,66.6282,5065093.0,84536.1641,0.2423,3,5038390.244487834,95283.73903827075,2245.269191480005,64.41429356423218,0.2553370412024133
789.6,2253.9192,447.5416,67.0833,5036227.5,84536.1641,0.2475,3,5031762.384373126,90739.7234530236,2246.3883818141544,64.43552267532566,0.2556700693941187
789.75,2261.3672,446.8944,67.0833,5060185.0,84536.1641,0.2429,3,5025614.254916822,86142.3779290779,2247.570934027331,64.43447211591085,0.2559855857975774
789.9,2264.8308,446.273,66.9837,5074989.5,84536.1641,0.2407,3,5019950.884651189,81500.22611882736,2248.8029026663057,64.41017782610007,0.256282171550489
790.05,2271.5571,446.4173,66.1979,5088417.5,84536.1641,0.2365,3,5014771.139615899,76821.64869408071,2250.069062729213,64.36176059697814,0.25655862533013923
790.2,2265.5383,446.5747,66.0374,5073146.0,84536.1641,0.2403,3,5010067.909773564,72114.86320777888,2251.353024224292,64.28842941183031,0.25681396554265706
790.35,2254.4714,446.7074,64.9458,5046876.0,84536.1641,0.2473,3,5005828.354502163,67387.90468868069,2252.637360641656,64.18948442519797,0.2570474305666654
790.5,2221.9514,447.7027,63.3185,4963009.0,84536.1641,0.2676,3,5002034.204315922,62648.60701301644,2253.9037503576105,64.06431957953315,0.25725847709921273
790.65,2223.1436,449.1279,60.3321,4949912.0,84536.1641,0.2668,3,4998662.1154269725,57904.585095225484,2255.1331298490545,63.91242485996995,0.2574467766674932
790.8,2227.134,450.4466,59.3329,4944283.0,84536.1641,0.2643,3,4995684.073253357,53163.21793793704,2256.305857462073,63.73338818831129,0.2576122103845581
790.95,2215.3,452.3937,58.321,4896841.5,84536.1641,0.2717,3,4993067.8405094985,48431.632579320874,2257.4018863553824,63.526896957754786,0.2577548620408726
791.1,2207.6001,452.6112,58.321,4877475.0,84536.1641,0.2765,3,4990777.445087652,43716.68897382498,2258.40094512721,63.292739210171064,0.257875009636081
791.25,2218.6543,450.6923,59.3337,4922772.0,84536.1641,0.2696,3,4988773.702557351,39024.96584012915,2259.282724534747,63.03080445791979,0.25797311546662655
791.4,2234.2664,449.8633,61.2565,4966547.5,84536.1641,0.2598,3,4987014.767778096,34362.747507876076,2260.027068629606,62.7410841522659,0.25804981489484674
791.55,2256.4473,447.9975,61.3224,5036754.0,84536.1641,0.246,3,4985456.709841622,29736.011792393943,2260.614168561904,62.4236718004622,0.2581059039337712
791.7,2264.9692,446.118,61.3224,5077073.5,84536.1641,0.2406,3,4984054.104336984,25150.418924193506,2261.0247572505396,62.078762733519135,0.25814232578902957
791.85,2223.9963,447.7559,60.1575,4967023.0,18277.7461,0.2663,3,4982760.636766457,20611.301557509174,2261.2403030787573,61.70665352661148,0.258160156504995
792.0,2222.395,451.5663,57.2737,4921555.5,-31605.0332,0.2672,3,4981529.710834782,16123.655879557291,2261.243200752786,61.30774107400279,0.2581605898665243
792.15,2218.6108,455.5952,56.2317,4869746.5,-36142.0234,0.2696,3,4980315.055289645,11692.133839506896,2261.016957457771,60.88252132032489,0.2581449217104028
792.3,2213.0339,461.7715,55.3897,4792614.0,-36142.0234,0.2731,3,4979071.323008088,7321.0365134000285,2260.5463724596707,60.43158765005528,0.2581145338018764
792.45,2211.532,458.7194,55.2817,4821156.0,-36142.0234,0.274,3,4977754.676101974,3014.3086184214017,2259.8177083343294,59.95562893710936,0.25807087743148116
792.6,2224.6738,456.433,55.5233,4874073.0,-36142.0234,0.2658,3,4976323.35095504,-1224.4658129953032,2258.818852055542,59.455427256628184,0.258015456885804
792.75,2240.3496,453.5562,55.5693,4939586.0,-36142.0234,0.256,3,4974738.197303276,-5392.066591720182,2257.5394642423717,58.93185526131313,0.2579498129428674
792.9,2246.5691,451.9904,57.2529,4970401.0,-36142.0234,0.2521,3,4972963.185727585,-9485.639358682221,2255.9711149518416,58.385873225053736,0.2578755065385937
793.05,2250.5732,449.5057,58.3117,5006814.5,-36142.0234,0.2496,3,4970965.878240941,-13502.696398475966,2254.1074045058713,57.818525757126494,0.25779410274533815
793.2,2261.5356,447.9234,59.2499,5048955.5,-36142.0234,0.2428,3,4968717.857018709,-17441.116281625153,2251.944067960195,57.230938190920966,0.25770715519687704
