DEPTH,RHOB,DT,GR,AI,AIR,PHIE,label
747.45,2166.5803,483.1253,77.7815,4484509.5,-133357.4375,0.3021,3
747.6,2165.7419,483.1253,78.1503,4482774.5,-133357.4375,0.3026,3
747.75,2138.5613,483.1253,79.4975,4426514.5,-146975.7812,0.3196,3
747.9,2120.0161,483.1253,80.4627,4388128.5,-161525.2969,0.3312,3
748.05,2123.3291,483.1253,80.4857,4394986.0,-164446.9688,0.3292,3
748.2,2129.6064,483.1253,80.4617,4407979.0,-164446.9688,0.3253,3
748.35,2137.3726,483.1253,80.4371,4424054.0,-164446.9688,0.3204,3
748.5,2149.656,483.1253,80.4598,4449479.0,-164446.9688,0.3127,3
748.65,2156.3452,483.1253,80.8068,4463324.5,-164446.9688,0.3085,3
748.8,2154.0168,483.1253,81.6571,4458505.5,-164446.9688,0.31,3
748.95,2150.082,483.1253,82.7816,4450361.0,-164446.9688,0.3124,3
749.1,2148.0632,483.1253,83.5384,4446182.0,-164446.9688,0.3137,3
749.25,2150.9456,483.1253,83.3246,4452148.0,-164446.9688,0.3119,3
749.4,2140.9993,483.1253,82.9855,4431560.5,-164446.9688,0.3181,3
749.55,2128.5232,483.1253,82.787,4405737.0,-164446.9688,0.3259,3
749.7,2118.2,483.1253,81.6056,4384369.5,-164446.9688,0.3324,3
749.85,2117.7559,483.1253,78.6863,4383450.0,-164446.9688,0.3327,3
750.0,2136.6111,483.1253,75.7687,4422478.0,-164446.9688,0.3209,3
750.15,2150.5288,483.1253,75.2326,4451285.0,-164446.9688,0.3122,3
750.3,2160.9773,483.1253,74.9724,4472912.5,-164446.9688,0.3057,3
750.45,2161.8684,483.1253,74.8686,4474757.0,-164446.9688,0.3051,3
750.6,2161.5408,483.1253,74.5801,4474078.0,-164446.9688,0.3053,3
750.75,2176.2671,483.1253,74.2189,4504560.0,-164446.9688,0.2961,3
750.9,2159.4309,483.1253,74.7427,4469711.0,-164446.9688,0.3066,3
751.05,2163.0627,483.1253,74.6115,4477228.5,-164446.9688,0.3043,3
751.2,2172.3625,483.1253,74.0654,4496478.0,-164446.9688,0.2985,3
751.35,2173.7432,483.1253,74.1091,4499336.0,-164446.9688,0.2976,3
751.5,2194.0486,483.1253,74.2882,4541365.0,-164446.9688,0.2849,3
751.65,2189.8801,483.1253,73.9949,4532737.5,-164159.6406,0.2876,3
751.8,2172.1897,483.1253,73.9767,4496120.5,-159233.8594,0.2986,3
751.95,2148.2466,483.1253,73.5412,4446561.5,-136198.0938,0.3136,3
752.1,2151.135,483.1253,69.3166,4452540.5,-136198.0938,0.3118,3
752.25,2146.4141,483.1253,69.0745,4442768.5,-136198.0938,0.3147,3
752.4,2154.2935,483.1253,66.8245,4459077.5,-136198.0938,0.3098,3
752.55,2140.3928,483.1253,66.0617,4430305.5,-136198.0938,0.3185,3
752.7,2154.6934,483.1253,66.0617,4459905.5,-136198.0938,0.3096,3
752.85,2168.9031,483.1253,66.0621,4489317.5,-136198.0938,0.3007,3
753.0,2176.8999,483.1253,66.9707,4505870.0,-136198.0938,0.2957,3
753.15,2174.4336,483.1253,66.9707,4500765.0,-136198.0938,0.2972,3
753.3,2162.9937,483.1253,66.9707,4477086.0,-136198.0938,0.3044,3
753.45,2156.4968,483.1253,65.7524,4463638.5,-136198.0938,0.3084,3
753.6,2176.8252,483.1253,65.6931,4505715.5,-136198.0938,0.2957,3
753.75,2209.3118,483.1253,65.6931,4572957.5,-136198.0938,0.2755,3
753.9,2206.7402,483.1253,66.2206,4567635.0,-136198.0938,0.2771,3
754.05,2222.0757,483.1253,66.9935,4599377.0,-136198.0938,0.2675,3
754.2,2230.3042,483.1253,67.7653,4616409.0,-136198.0938,0.2624,3
754.35,2220.4456,483.1253,69.132,4596002.5,-136198.0938,0.2685,3
754.5,2223.2205,483.1253,69.3496,4601746.5,-136198.0938,0.2667,3
754.65,2220.7107,483.1253,69.3496,4596552.0,-136198.0938,0.2683,3
754.8,2231.8591,483.1253,68.2372,4619627.5,-136198.0938,0.2614,3
754.95,2233.3508,483.1253,67.9178,4622715.0,-136198.0938,0.2604,3
755.1,2222.8684,483.1253,67.9016,4601018.0,-136198.0938,0.2669,3
755.25,2194.5828,483.1253,67.9009,4542470.5,-136198.0938,0.2846,3
755.4,2188.4663,483.1253,67.9032,4529811.0,-136198.0938,0.2885,3
755.55,2195.4978,483.1253,69.5237,4544364.5,-136198.0938,0.2841,3
755.7,2225.5112,483.1253,70.994,4606488.0,-136198.0938,0.2653,3
755.85,2236.3918,483.1253,71.9949,4629009.5,-104388.3516,0.2585,3
756.0,2219.7737,483.1253,72.284,4594612.5,-34937.582,0.2689,3
756.15,2208.666,483.1253,72.284,4571621.0,-8877.6367,0.2759,3
756.3,2194.7095,483.1253,71.6186,4542733.0,-8877.6367,0.2846,3
756.45,2176.4033,483.1253,70.971,4504842.0,-8877.6367,0.296,3
756.6,2160.927,483.1253,69.1725,4472808.0,-8877.6367,0.3057,3
756.75,2167.9468,483.1253,67.8753,4487338.5,-8877.6367,0.3013,3
756.9,2176.0652,483.1253,67.2705,4504142.0,-8877.6367,0.2962,3
757.05,2175.5032,483.1253,66.0441,4502979.0,-8877.6367,0.2966,3
757.2,2182.6172,483.1253,65.3363,4517703.5,-8877.6367,0.2922,3
757.35,2196.1204,483.1253,65.3363,4545653.5,-8877.6367,0.2837,3
757.5,2199.8391,483.1253,66.2026,4553350.5,-8877.6367,0.2814,3
757.65,2198.8223,483.1253,67.6747,4551246.0,-8877.6367,0.282,3
757.8,2196.0659,483.1253,68.4879,4545541.0,-8877.6367,0.2837,3
757.95,2201.0142,483.1253,68.6785,4555783.0,-8877.6367,0.2806,3
758.1,2203.707,483.1253,68.9214,4561356.5,-8877.6367,0.2789,3
758.25,2206.6069,483.1253,69.4316,4567359.0,-8877.6367,0.2772,3
758.4,2219.4126,483.1253,69.749,4593864.5,-8877.6367,0.2691,3
758.55,2218.4919,483.1253,69.749,4591959.0,-8877.6367,0.2697,3
758.7,2222.6064,483.1253,69.749,4600476.0,-8877.6367,0.2671,3
758.85,2219.4978,483.1253,69.749,4594041.0,-8877.6367,0.2691,3
759.0,2210.1133,483.1253,69.8258,4574616.5,-8877.6367,0.2749,3
759.15,2203.3264,483.1253,69.9265,4560569.0,-8877.6367,0.2792,3
759.3,2204.1384,483.1253,69.8595,4562250.0,-8877.6367,0.2787,3
759.45,2202.5425,483.1253,69.7825,4558946.0,-8877.6367,0.2796,3
759.6,2218.2292,483.1253,68.8552,4591415.5,-8877.6367,0.2698,3
759.75,2220.6597,483.1253,66.6437,4596446.5,-8877.6367,0.2683,3
759.9,2216.009,483.1253,65.6194,4586820.0,19522.9688,0.2713,3
760.05,2226.1978,483.1253,64.5996,4607909.0,112573.9219,0.2649,3
760.2,2235.5164,483.1253,61.6515,4627197.5,158424.6719,0.2591,3
760.35,2245.1467,483.1253,60.972,4647130.5,158424.6719,0.253,3
760.5,2251.2627,483.1253,60.0355,4659790.0,158424.6719,0.2492,3
760.65,2263.7917,480.246,58.4937,4714763.5,158424.6719,0.2414,3
760.8,2276.2644,464.364,56.2725,4902984.5,158424.6719,0.2336,3
760.95,2263.0601,446.0168,56.1812,5074346.0,158424.6719,0.2418,3
761.1,2263.6917,436.1349,55.7901,5190402.0,158424.6719,0.2415,3
761.25,2252.0925,430.7303,55.7071,5228595.0,158424.6719,0.2487,3
761.4,2257.0654,427.5059,55.7174,5279611.5,158424.6719,0.2456,3
761.55,2248.6023,426.672,55.9544,5270113.5,158424.6719,0.2508,3
761.7,2233.6692,428.2291,57.5812,5216062.0,158424.6719,0.2602,3
761.85,2243.6418,430.4193,58.0855,5212694.5,158424.6719,0.2539,3
762.0,2247.9517,432.7116,58.5396,5195036.5,158424.6719,0.2513,3
762.15,2248.7759,434.1885,58.5396,5179261.5,158424.6719,0.2508,3
762.3,2233.4243,434.1347,58.5363,5144543.0,158424.6719,0.2604,3
762.45,2236.9001,433.6368,58.0692,5158465.0,158424.6719,0.2582,3
762.6,2246.04,434.8751,56.2353,5164793.5,158424.6719,0.2524,3
762.75,2250.481,435.8187,56.2233,5163801.0,158424.6719,0.2497,3
762.9,2260.3931,437.0279,56.2233,5172193.0,158424.6719,0.2436,3
763.05,2252.7529,439.6277,57.4765,5124244.0,158424.6719,0.2483,3
763.2,2257.77,439.6652,58.6803,5135203.5,158424.6719,0.2452,3
763.35,2262.584,440.0931,58.7881,5141148.0,158424.6719,0.2422,3
763.5,2243.614,446.0179,60.3125,5030498.0,158424.6719,0.254,3
763.65,2230.3003,446.4051,61.8808,4996133.0,158424.6719,0.2623,3
763.8,2237.4697,446.7081,62.749,5008794.5,158424.6719,0.2578,3
763.95,2253.7913,446.8806,62.8532,5043384.0,158424.6719,0.2476,3
764.1,2266.3367,444.5633,62.2002,5097945.0,175078.3594,0.2398,3
764.25,2263.9067,445.0021,62.0699,5087416.0,197119.6562,0.2413,3
764.4,2250.9023,446.5115,62.4373,5041115.5,201408.0,0.2494,3
764.55,2237.199,447.5244,62.5293,4999068.0,201408.0,0.258,3
764.7,2228.0891,447.8198,62.5293,4975415.5,201408.0,0.2637,3
764.85,2238.7075,449.645,62.5293,4978823.5,201408.0,0.2571,3
765.0,2240.2332,452.2436,61.6131,4953642.5,201408.0,0.2561,3
765.15,2241.8923,454.4776,61.2801,4932913.0,201408.0,0.255,3
765.3,2231.6575,456.4832,61.1724,4888856.0,201408.0,0.2615,3
765.45,2231.8091,456.815,61.1278,4885590.0,201408.0,0.2614,3
765.6,2220.4666,455.438,61.1278,4875431.0,201408.0,0.2685,3
765.75,2229.5874,454.8032,61.1243,4902314.0,201408.0,0.2628,3
765.9,2246.1553,455.3773,61.1224,4932506.5,201408.0,0.2524,3
766.05,2245.2202,457.7188,61.1224,4905328.0,201408.0,0.253,3
766.2,2242.8103,461.0488,61.1224,4864645.0,201408.0,0.2545,3
766.35,2236.5146,464.1005,60.639,4819110.5,201408.0,0.2584,3
766.5,2232.8323,467.0787,60.308,4780468.0,201408.0,0.2608,3
766.65,2236.9612,470.2084,60.308,4757414.0,201408.0,0.2582,3
766.8,2237.741,470.8198,60.308,4752866.5,201408.0,0.2576,3
766.95,2222.6018,468.8515,61.1939,4740484.5,201408.0,0.2671,3
767.1,2213.2239,466.1569,62.8322,4747874.5,201408.0,0.273,3
767.25,2215.8013,463.3094,63.9396,4782598.0,201408.0,0.2713,3
767.4,2225.4932,460.0836,64.4584,4837315.0,201408.0,0.2653,3
767.55,2238.4819,457.4138,64.4807,4893804.5,201408.0,0.2572,3
767.7,2234.7649,455.2935,64.2562,4908402.5,201408.0,0.2595,3
767.85,2222.5066,454.1102,64.2931,4894214.5,201408.0,0.2672,3
768.0,2212.6409,455.4296,64.402,4858407.0,176059.0938,0.2733,3
768.15,2207.6396,457.7881,64.4881,4822444.0,104914.4688,0.2765,3
768.3,2211.8696,460.6471,64.928,4801679.5,52108.4023,0.2738,3
768.45,2221.4172,464.2086,65.6984,4785435.0,52108.4023,0.2679,3
768.6,2223.4585,468.8534,65.8251,4742510.0,52108.4023,0.2666,3
768.75,2219.2334,472.8529,66.0379,4693251.5,52108.4023,0.2692,3
768.9,2236.5479,476.4613,66.5279,4694137.5,52108.4023,0.2584,3
769.05,2242.5486,478.5242,66.6031,4686408.0,52108.4023,0.2547,3
769.2,2255.8203,477.0175,66.13,4729029.0,52108.4023,0.2463,3
769.35,2247.2639,473.8859,65.0657,4742217.5,52108.4023,0.2517,3
769.5,2240.0342,470.8603,63.942,4757344.5,52108.4023,0.2562,3
769.65,2248.9282,469.1186,62.4791,4793982.0,52108.4023,0.2506,3
769.8,2249.4055,466.2104,62.4766,4824873.5,52108.4023,0.2503,3
769.95,2232.4412,461.8479,62.4683,4833769.5,52108.4023,0.261,3
770.1,2232.658,457.875,62.4704,4876220.0,52108.4023,0.2609,3
770.25,2229.0681,453.014,62.6649,4920537.5,52108.4023,0.2631,3
770.4,2209.8223,448.9482,63.5507,4922224.0,52108.4023,0.2751,3
770.55,2204.0537,450.0369,63.5723,4897551.0,52108.4023,0.2787,3
770.7,2201.4773,453.7546,63.8099,4851700.0,52108.4023,0.2804,3
770.85,2210.4739,457.2122,64.6184,4834756.0,52108.4023,0.2747,3
771.0,2216.4333,463.5749,64.9182,4781234.5,52108.4023,0.2709,3
771.15,2208.1201,468.2211,65.093,4716010.0,52108.4023,0.2762,3
771.3,2209.5671,472.7976,65.093,4673405.5,52108.4023,0.2753,3
771.45,2209.564,476.2255,65.093,4639742.5,52108.4023,0.2753,3
771.6,2190.8276,476.1929,65.0922,4600714.5,52108.4023,0.287,3
771.75,2200.5159,476.144,65.0672,4621533.0,52108.4023,0.2809,3
771.9,2223.7,477.3727,64.8933,4658204.5,52108.4023,0.2664,3
772.05,2218.6001,479.2983,64.4651,4628850.5,-100219.8203,0.2696,3
772.2,2230.8386,487.7513,64.4651,4573734.0,-112856.9141,0.262,3
772.35,2246.3696,486.7094,64.3704,4615426.5,-113023.6719,0.2522,3
772.5,2261.0132,481.3162,64.4606,4697606.5,-113023.6719,0.2431,3
772.65,2272.1528,474.8051,64.9759,4785522.0,-113023.6719,0.2362,3
772.8,2284.6794,448.1194,65.0124,5099937.5,-113023.6719,0.2283,3
772.95,2275.3625,437.1527,65.0124,5205121.0,-113023.6719,0.2341,3
773.1,2220.5537,422.9507,65.2669,5250296.5,-113023.6719,0.2684,3
773.25,2219.814,424.3218,65.5333,5231465.0,-113023.6719,0.2689,3
773.4,2225.053,433.4093,65.3385,5134159.0,-113023.6719,0.2656,3
773.55,2237.3096,444.5887,65.2993,5032668.0,-113023.6719,0.258,3
773.7,2255.7925,462.3529,65.5209,4879924.0,-113023.6719,0.2463,3
773.85,2263.3145,462.1171,65.5672,4897793.5,-113023.6719,0.2417,3
774.0,2253.3477,463.3587,64.7752,4863128.0,-113023.6719,0.2479,3
774.15,2251.3508,466.1299,64.5693,4829909.0,-113023.6719,0.2492,3
774.3,2245.593,463.2707,64.5693,4847315.5,-113023.6719,0.2527,3
774.45,2232.1985,464.8667,64.355,4801908.0,-113023.6719,0.2611,3
774.6,2231.6423,466.7716,64.2823,4781017.5,-113023.6719,0.2615,3
774.75,2248.8103,468.1575,64.2823,4803513.5,-113023.6719,0.2508,3
774.9,2252.1497,467.8295,64.5322,4814039.5,-113023.6719,0.2487,3
775.05,2229.5088,466.4433,64.6427,4779769.5,-113023.6719,0.2628,3
775.2,2229.1726,465.9045,64.6427,4784614.0,-113023.6719,0.263,3
775.35,2225.7847,466.5305,64.6427,4770948.5,-113023.6719,0.2651,3
775.5,2222.8833,467.1128,64.306,4758771.5,-113023.6719,0.267,3
775.65,2222.7571,467.2141,63.2956,4757470.0,-113023.6719,0.267,3
775.8,2227.5007,467.1212,62.7819,4768573.5,-108434.0312,0.264,3
775.95,2228.4004,466.3181,62.7579,4778715.5,-91363.1406,0.2635,3
776.1,2231.0337,464.6878,62.741,4801183.5,-81500.2031,0.2619,3
776.25,2230.6252,462.5739,62.741,4822214.5,-81500.2031,0.2621,3
776.4,2229.6868,460.4694,62.741,4842237.5,-81500.2031,0.2627,3
776.55,2234.6182,459.2138,62.3765,4866188.0,-81500.2031,0.2596,3
776.7,2231.3193,459.6547,63.3175,4854370.5,-81500.2031,0.2617,3
776.85,2230.4158,461.1017,64.5607,4837140.0,-81500.2031,0.2622,3
777.0,2235.6052,462.8279,64.5607,4830340.0,-81500.2031,0.259,3
777.15,2229.6938,464.8067,66.5648,4797087.5,-81500.2031,0.2627,3
777.3,2231.1079,466.8497,69.3743,4779050.0,-81500.2031,0.2618,3
777.45,2238.043,468.8047,70.1489,4773968.5,-81500.2031,0.2574,3
777.6,2227.1008,471.0763,70.6031,4727782.0,-81500.2031,0.2643,3
777.75,2221.373,473.9717,70.7341,4686737.0,-81500.2031,0.2679,3
777.9,2227.7048,477.6398,70.4142,4664092.5,-81500.2031,0.2639,3
778.05,2226.3943,480.6682,69.3646,4631867.0,-81500.2031,0.2647,3
778.2,2215.2097,479.613,68.031,4618741.0,-81500.2031,0.2717,3
778.35,2206.3904,477.8911,66.975,4616937.0,-81500.2031,0.2773,3
778.5,2201.6655,474.7741,66.4427,4637410.0,-81500.2031,0.2802,3
778.65,2212.2717,470.5146,66.6746,4701941.5,-81500.2031,0.2736,3
778.8,2231.2188,467.9301,67.5949,4768276.5,-81500.2031,0.2617,3
778.95,2225.2024,466.693,68.5232,4768013.0,-81500.2031,0.2655,3
779.1,2217.9956,465.9456,68.5232,4760198.5,-81500.2031,0.27,3
779.25,2222.968,467.3154,68.4184,4756940.5,-81500.2031,0.2669,3
779.4,2218.5466,470.1624,68.0738,4718687.5,-81500.2031,0.2697,3
779.55,2228.7786,473.6638,68.0738,4705451.0,-81500.2031,0.2633,3
779.7,2219.9385,476.4253,68.3246,4659597.5,-50186.6562,0.2688,3
779.85,2211.9673,477.5325,69.5519,4632102.0,87193.4688,0.2737,3
780.0,2213.7563,474.7372,70.2301,4663145.0,92558.7031,0.2727,3
780.15,2206.6655,471.4799,70.2301,4680297.0,92558.7031,0.2771,3
780.3,2199.0598,471.8545,69.8651,4660460.5,92558.7031,0.2818,3
780.45,2207.5251,473.3511,67.199,4663622.0,92558.7031,0.2766,3
780.6,2213.626,476.3397,67.199,4647160.0,92558.7031,0.2728,3
780.75,2213.6511,477.0067,67.2626,4640715.0,92558.7031,0.2728,3
780.9,2209.4128,475.3768,68.0668,4647704.0,92558.7031,0.2754,3
781.05,2190.4543,473.0047,68.0668,4630942.0,92558.7031,0.2872,3
781.2,2199.335,471.1214,67.9616,4668300.5,92558.7031,0.2816,3
781.35,2215.188,470.2248,64.1387,4710915.5,92558.7031,0.2717,3
781.5,2227.7998,467.4941,62.2736,4765407.5,92558.7031,0.2639,3
781.65,2219.0574,463.9341,58.152,4783132.0,92558.7031,0.2694,3
781.8,2225.3281,461.0888,57.2701,4826254.0,92558.7031,0.2654,3
781.95,2239.2297,454.1767,56.9797,4930369.5,92558.7031,0.2568,3
782.1,2237.2437,448.242,56.8821,4991191.5,92558.7031,0.258,3
782.25,2247.4795,443.8311,56.8772,5063867.5,92558.7031,0.2516,3
782.4,2262.6394,440.0322,56.9607,5142041.5,92558.7031,0.2421,3
782.55,2262.0344,438.1548,58.0013,5162644.0,92558.7031,0.2425,3
782.7,2240.6716,436.8342,59.6327,5129328.5,92558.7031,0.2558,3
782.85,2238.8403,434.7866,60.0047,5149302.0,92558.7031,0.257,3
783.0,2243.6582,432.136,60.0303,5192057.0,92558.7031,0.2539,3
783.15,2239.4175,429.8962,60.0303,5209213.0,92558.7031,0.2566,3
783.3,2242.1428,429.7753,59.4185,5217011.5,92558.7031,0.2549,3
783.45,2246.2007,430.2906,59.2784,5220193.0,92558.7031,0.2524,3
783.6,2229.2966,431.1479,59.2784,5170631.0,97459.1641,0.2629,3
783.75,2214.9919,432.254,59.3526,5124304.5,155814.5,0.2719,3
783.9,2222.573,431.9048,59.3752,5145994.5,173158.875,0.2671,3
784.05,2233.042,433.0727,60.0486,5156275.5,173158.875,0.2606,3
784.2,2242.0835,435.0881,60.3443,5153176.0,173158.875,0.255,3
784.35,2261.1362,435.0594,60.496,5197331.0,173158.875,0.2431,3
784.5,2270.4734,433.1663,60.5508,5241618.5,173158.875,0.2372,3
784.65,2271.3306,430.8687,60.6882,5271546.5,173158.875,0.2367,3
784.8,2284.333,424.223,61.0123,5385520.0,173158.875,0.2286,3
784.95,2263.3867,418.4861,61.1488,5408395.5,173158.875,0.2416,3
785.1,2249.0166,418.7993,60.9019,5370204.0,173158.875,0.2506,3
785.25,2253.3198,423.1313,60.9414,5325509.0,173158.875,0.2479,3
785.4,2266.1062,429.6779,61.0623,5274176.0,173158.875,0.2399,3
785.55,2272.5542,434.1273,61.0623,5234810.0,173158.875,0.2359,3
785.7,2262.8154,435.1209,63.2052,5200426.5,173158.875,0.242,3
785.85,2259.209,436.0876,66.1921,5180638.5,173158.875,0.2443,3
786.0,2256.0381,436.8414,67.2726,5164431.0,173158.875,0.2462,3
786.15,2250.6538,436.3398,67.2726,5158035.0,173158.875,0.2496,3
786.3,2247.1482,435.5338,65.5372,5159522.0,173158.875,0.2518,3
786.45,2244.6006,435.5421,62.3921,5153581.0,173158.875,0.2534,3
786.6,2244.0334,436.3213,60.4833,5143082.5,173158.875,0.2538,3
786.75,2251.24,436.7469,59.9573,5154560.5,173158.875,0.2492,3
786.9,2260.2871,436.9291,59.9184,5173123.0,173158.875,0.2436,3
787.05,2261.634,436.896,59.9475,5176603.0,173158.875,0.2427,3
787.2,2258.3579,435.6941,60.0468,5183320.0,173158.875,0.2448,3
787.35,2241.9363,433.7135,60.6795,5169169.5,173158.875,0.255,3
787.5,2234.9729,432.3007,61.6627,5169942.5,173158.875,0.2594,3
787.65,2221.313,431.5528,62.0316,5147269.5,173158.875,0.268,3
787.8,2207.9983,433.0344,62.4947,5098994.0,144996.5625,0.2763,3
787.95,2204.3523,436.5783,63.1523,5049239.5,87393.8984,0.2786,3
788.1,2209.272,439.6066,63.9311,5025556.5,84536.1641,0.2755,3
788.25,2224.9551,440.9982,64.0964,5045245.5,84536.1641,0.2657,3
788.4,2238.2583,443.2198,64.2752,5050067.5,84536.1641,0.2573,3
788.55,2232.731,445.6509,64.7504,5010047.5,84536.1641,0.2608,3
788.7,2237.3618,446.3064,64.7504,5013066.5,84536.1641,0.2579,3
788.85,2253.7888,445.9624,64.6467,5053780.0,84536.1641,0.2477,3
789.0,2271.7012,445.3237,64.2936,5101233.5,84536.1641,0.2364,3
789.15,2262.3987,444.7776,64.2936,5086588.5,84536.1641,0.2422,3
789.3,2254.4497,445.3173,64.6841,5062565.0,84536.1641,0.2472,3
789.45,2262.3606,446.6584,66.6282,5065093.0,84536.1641,0.2423,3
789.6,2253.9192,447.5416,67.0833,5036227.5,84536.1641,0.2475,3
789.75,2261.3672,446.8944,67.0833,5060185.0,84536.1641,0.2429,3
789.9,2264.8308,446.273,66.9837,5074989.5,84536.1641,0.2407,3
790.05,2271.5571,446.4173,66.1979,5088417.5,84536.1641,0.2365,3
790.2,2265.5383,446.5747,66.0374,5073146.0,84536.1641,0.2403,3
790.35,2254.4714,446.7074,64.9458,5046876.0,84536.1641,0.2473,3
790.5,2221.9514,447.7027,63.3185,4963009.0,84536.1641,0.2676,3
790.65,2223.1436,449.1279,60.3321,4949912.0,84536.1641,0.2668,3
790.8,2227.134,450.4466,59.3329,4944283.0,84536.1641,0.2643,3
790.95,2215.3,452.3937,58.321,4896841.5,84536.1641,0.2717,3
791.1,2207.6001,452.6112,58.321,4877475.0,84536.1641,0.2765,3
791.25,2218.6543,450.6923,59.3337,4922772.0,84536.1641,0.2696,3
791.4,2234.2664,449.8633,61.2565,4966547.5,84536.1641,0.2598,3
791.55,2256.4473,447.9975,61.3224,5036754.0,84536.1641,0.246,3
791.7,2264.9692,446.118,61.3224,5077073.5,84536.1641,0.2406,3
791.85,2223.9963,447.7559,60.1575,4967023.0,18277.7461,0.2663,3
792.0,2222.395,451.5663,57.2737,4921555.5,-31605.0332,0.2672,3
792.15,2218.6108,455.5952,56.2317,4869746.5,-36142.0234,0.2696,3
792.3,2213.0339,461.7715,55.3897,4792614.0,-36142.0234,0.2731,3
792.45,2211.532,458.7194,55.2817,4821156.0,-36142.0234,0.274,3
792.6,2224.6738,456.433,55.5233,4874073.0,-36142.0234,0.2658,3
792.75,2240.3496,453.5562,55.5693,4939586.0,-36142.0234,0.256,3
792.9,2246.5691,451.9904,57.2529,4970401.0,-36142.0234,0.2521,3
793.05,2250.5732,449.5057,58.3117,5006814.5,-36142.0234,0.2496,3
793.2,2261.5356,447.9234,59.2499,5048955.5,-36142.0234,0.2428,3
793.35,2263.2842,445.9759,59.5395,5074921.5,-36142.0234,0.2417,3
793.5,2264.1697,445.1581,59.6368,5086217.0,-36142.0234,0.2412,3
793.65,2250.6492,446.7966,59.8583,5037375.5,-36142.0234,0.2496,3
793.8,2247.3267,449.5733,59.9318,4998836.0,-36142.0234,0.2517,3
793.95,2257.0466,452.3078,59.8277,4990069.0,-36142.0234,0.2456,3
794.1,2258.1431,456.384,59.8838,4948040.5,-36142.0234,0.2449,3
794.25,2251.6665,459.8393,60.0815,4896704.5,-36142.0234,0.249,3
794.4,2252.2695,461.4063,59.914,4881315.0,-36142.0234,0.2486,3
794.55,2242.5981,462.0643,59.7817,4853444.5,-36142.0234,0.2546,3
794.7,2238.3938,463.4035,56.4002,4830345.0,-36142.0234,0.2572,3
794.85,2242.6003,466.0874,53.0815,4811585.0,-36142.0234,0.2546,3
795.0,2229.7275,469.2011,51.5867,4752313.5,-36142.0234,0.2627,1
795.15,2215.3196,468.7533,49.9341,4726006.5,-36142.0234,0.2717,1
795.3,2216.4082,460.5492,46.4111,4813509.0,-36142.0234,0.271,1
795.45,2228.3906,449.3977,41.5326,4959495.5,-36142.0234,0.2635,1
795.6,2234.9634,437.7106,37.6199,5107131.5,-36142.0234,0.2594,1
795.75,2225.8914,427.0142,36.2315,5213040.0,-58566.1016,0.2598,1
795.9,2208.9958,423.0492,36.2315,5221627.5,-91243.8516,0.2596,1
796.05,2190.6973,427.5309,37.2553,5124815.5,-102690.5312,0.2595,1
796.2,2169.5557,436.0062,40.0824,4976733.0,-102690.5312,0.2593,1
796.35,2158.6853,439.7722,42.8314,4908689.0,-102690.5312,0.2591,1
796.5,2169.0164,432.9379,43.7379,5011420.5,-102690.5312,0.2589,1
796.65,2175.8181,420.9124,43.7379,5170049.0,-102690.5312,0.2587,1
796.8,2167.2432,412.676,42.6134,5251747.0,-102690.5312,0.2586,1
796.95,2161.3936,411.492,40.8613,5252665.5,-102690.5312,0.2584,1
797.1,2160.4395,419.3454,39.9945,5153627.5,-102690.5312,0.2582,1
797.25,2151.5967,430.3592,38.4339,4999677.0,-102690.5312,0.258,1
797.4,2142.2214,434.1953,37.8634,4933898.5,-102690.5312,0.2578,1
797.55,2119.4548,436.6957,36.9754,4853442.5,-102690.5312,0.2577,1
797.7,2083.219,439.3903,36.9754,4741677.0,-102690.5312,0.2575,1
797.85,2044.9172,445.1755,36.5829,4593702.0,-102690.5312,0.2573,1
798.0,2017.7301,447.4333,36.0648,4509470.0,-102690.5312,0.2571,1
798.15,1982.986,445.0731,37.4163,4455440.0,-102690.5312,0.257,1
798.3,1977.7662,448.0651,37.4286,4414170.0,-102690.5312,0.2568,1
798.45,1993.916,459.6635,37.4286,4339409.0,-102690.5312,0.2567,1
798.6,2032.9594,478.3973,37.4286,4249751.5,-102690.5312,0.2565,1
798.75,2130.2056,473.8321,37.022,4496368.5,-102690.5312,0.2563,1
798.9,2139.751,459.6862,35.1322,4655961.5,-102690.5312,0.2561,1
799.05,2142.6475,442.3242,34.5112,4844460.5,-102690.5312,0.2559,1
799.2,2117.8591,430.5482,34.2366,4918920.5,-102690.5312,0.2558,1
799.35,2075.1104,427.6292,32.8678,4852589.0,-102690.5312,0.2556,1
799.5,2060.5037,426.3948,30.0781,4832476.5,-102690.5312,0.2554,1
799.65,2033.4675,429.9282,30.0781,4729804.5,-102690.5312,0.2552,1
799.8,2013.8951,431.736,30.178,4664671.0,-106646.1484,0.255,1
799.95,2024.8757,436.2791,31.5645,4641315.5,-156917.75,0.2549,1
800.1,2042.8525,430.5346,33.8945,4744919.0,-165963.8438,0.2547,1
800.25,2059.8936,431.3737,34.3803,4775183.5,-165963.8438,0.2545,1
800.4,2113.9419,440.8929,34.7911,4794690.0,-165963.8438,0.2543,1
800.55,2105.6001,434.1283,34.8374,4850179.5,-165963.8438,0.2541,1
800.7,2114.2434,415.9143,34.8374,5083429.0,-165963.8438,0.254,1
800.85,2099.9888,382.5132,34.8374,5490936.0,-165963.8438,0.2538,1
801.0,2063.8838,388.8107,34.8374,5308346.0,-165963.8438,0.2536,1
